age,gender,height_cm,weight_kg,bmi,fitness_level,goal,exercise,duration_min,intensity,sets,reps,heart_rate_avg,training_volume,effort_score,metabolic_proxy,hr_reserve_ratio,calories_burned,meal_plan
33,Female,167.8,74.2,26.35,Advanced,Muscle Gain,Muscle-ups,78,Medium,4,12,141,48,312,2.182,0.754,1214.1,mg_advanced
26,Female,174.5,67.5,22.17,Advanced,Muscle Gain,L-sit,72,Medium,3,11,146,33,216,2.5,0.753,488.9,mg_advanced
27,Male,172.0,105.7,35.73,Beginner,Muscle Gain,Push-ups,31,Low,3,6,132,18,93,3.775,0.684,263.1,mg_beginner
26,Female,173.0,101.9,34.05,Beginner,Muscle Gain,Squats,30,Medium,4,9,151,36,120,3.774,0.778,304.9,mg_beginner
20,Male,172.0,124.0,41.91,Beginner,Muscle Gain,Push-ups,26,Medium,3,12,155,36,78,5.905,0.775,369.4,mg_beginner
28,Male,177.0,105.4,33.64,Intermediate,Maintenance,Pull-ups,35,Medium,3,12,147,36,105,3.634,0.766,477.9,mt_standard
45,Female,154.7,65.6,27.41,Beginner,Fat Loss,Push-ups,27,Medium,5,12,138,60,135,1.426,0.789,171.6,fl_beginner
24,Female,149.6,77.5,34.63,Intermediate,Maintenance,Pull-ups,32,Medium,2,14,150,28,64,3.1,0.765,292.4,mt_standard
45,Male,172.4,118.9,40.0,Beginner,Maintenance,Squats,27,Medium,4,9,138,36,108,2.585,0.789,342.9,mt_standard
45,Female,162.4,58.5,22.18,Advanced,Muscle Gain,Handstand,55,Medium,5,6,134,30,275,1.272,0.766,368.0,mg_advanced
20,Male,163.3,82.8,31.05,Beginner,Maintenance,Push-ups,20,Medium,3,14,155,42,60,3.943,0.775,168.9,mt_standard
39,Female,161.9,64.3,24.53,Beginner,Muscle Gain,Squats,38,Medium,3,12,142,36,114,1.607,0.785,264.4,mg_beginner
37,Female,172.3,73.5,24.76,Advanced,Fat Loss,L-sit,52,High,5,13,158,65,260,1.934,0.863,637.3,fl_advanced
38,Male,179.3,78.3,24.36,Beginner,Fat Loss,Plank,20,Medium,3,16,143,48,60,2.008,0.786,81.0,fl_beginner
21,Male,176.6,111.0,35.59,Beginner,Maintenance,Push-ups,21,Low,2,13,135,26,42,5.045,0.678,168.7,mt_standard
24,Female,166.6,64.8,23.35,Beginner,Maintenance,Plank,20,Medium,4,8,152,32,80,2.592,0.776,65.7,mt_standard
29,Female,177.1,88.3,28.15,Intermediate,Muscle Gain,Dips,39,Medium,3,6,146,18,117,2.943,0.764,513.3,mg_intermediate
48,Male,171.4,93.0,31.66,Advanced,Fat Loss,Pull-ups,44,Medium,3,20,132,60,132,1.898,0.767,589.6,fl_advanced
17,Male,180.4,76.1,23.38,Intermediate,Muscle Gain,Dips,56,Low,5,9,134,45,280,4.228,0.66,395.1,mg_intermediate
34,Male,174.4,122.7,40.34,Advanced,Fat Loss,Plank,47,High,5,18,160,90,235,3.506,0.86,581.0,fl_advanced
33,Male,190.6,88.6,24.39,Intermediate,Fat Loss,Squats,36,Medium,5,20,144,100,180,2.606,0.77,430.0,fl_intermediate
27,Male,183.2,65.9,19.64,Advanced,Maintenance,L-sit,52,High,4,12,166,48,208,2.354,0.86,428.6,mt_standard
36,Male,195.5,125.7,32.89,Intermediate,Muscle Gain,Muscle-ups,52,High,5,6,160,30,260,3.397,0.87,1459.1,mg_intermediate
42,Female,176.0,53.3,17.21,Beginner,Fat Loss,Plank,30,Medium,4,20,140,80,120,1.24,0.787,81.1,fl_beginner
24,Male,181.6,93.2,28.26,Advanced,Maintenance,Handstand,49,Medium,3,9,147,27,147,3.728,0.75,546.6,mt_standard
20,Male,170.9,104.5,35.78,Intermediate,Fat Loss,Pull-ups,30,Low,5,20,132,100,150,4.976,0.66,287.7,fl_intermediate
24,Male,162.1,103.0,39.2,Intermediate,Maintenance,Squats,32,Medium,4,10,150,40,128,4.12,0.765,465.2,mt_standard
19,Female,153.5,77.2,32.76,Intermediate,Fat Loss,Squats,38,High,4,18,173,72,152,3.86,0.861,450.3,fl_intermediate
46,Male,178.5,102.6,32.2,Beginner,Muscle Gain,Push-ups,37,Medium,5,11,138,55,185,2.183,0.793,361.9,mg_beginner
20,Male,181.4,80.1,24.34,Intermediate,Muscle Gain,Pull-ups,47,Low,4,6,132,24,188,3.814,0.66,309.4,mg_intermediate
46,Male,179.1,67.7,21.11,Intermediate,Fat Loss,Push-ups,54,Medium,4,12,135,48,216,1.44,0.776,561.0,fl_intermediate
26,Male,180.2,118.6,36.52,Intermediate,Muscle Gain,Dips,44,Medium,3,9,148,27,132,4.393,0.763,744.4,mg_intermediate
31,Female,153.8,79.8,33.74,Intermediate,Muscle Gain,Pull-ups,48,High,3,10,164,30,144,2.494,0.868,856.0,mg_intermediate
24,Female,155.1,67.7,28.14,Intermediate,Fat Loss,Squats,37,Medium,5,17,150,85,185,2.708,0.765,306.2,fl_intermediate
48,Female,171.0,104.3,35.67,Intermediate,Fat Loss,Pull-ups,50,High,4,15,150,60,200,2.129,0.872,908.6,fl_intermediate
39,Male,174.9,102.4,33.47,Advanced,Fat Loss,Plank,57,Medium,3,20,137,60,171,2.56,0.757,372.5,fl_advanced
45,Male,161.7,70.6,27.0,Intermediate,Fat Loss,Push-ups,47,Low,4,17,120,68,188,1.535,0.686,303.5,fl_intermediate
36,Male,171.0,95.4,32.63,Beginner,Fat Loss,Plank,34,Medium,5,12,144,60,170,2.578,0.783,203.5,fl_beginner
17,Male,172.6,84.7,28.43,Beginner,Muscle Gain,Squats,37,Low,3,7,137,21,111,4.706,0.675,227.6,mg_beginner
23,Female,160.6,79.9,30.98,Beginner,Maintenance,Squats,21,Low,4,14,134,56,84,3.329,0.68,130.2,mt_standard
41,Male,174.6,118.2,38.77,Advanced,Fat Loss,Plank,66,Low,4,15,118,60,264,2.814,0.659,459.9,fl_advanced
26,Male,175.1,78.2,25.51,Intermediate,Maintenance,Squats,33,High,4,11,168,44,132,2.896,0.866,412.0,mt_standard
20,Female,159.1,99.4,39.27,Advanced,Muscle Gain,Muscle-ups,55,High,3,8,171,24,165,4.733,0.855,1408.0,mg_advanced
18,Male,170.4,71.7,24.69,Beginner,Muscle Gain,Dips,31,Low,4,7,137,28,124,3.774,0.678,162.2,mg_beginner
39,Female,164.2,80.3,29.78,Beginner,Maintenance,Plank,27,Medium,3,11,142,33,81,2.007,0.785,127.6,mt_standard
36,Female,168.2,98.7,34.89,Intermediate,Fat Loss,Pull-ups,49,Medium,5,14,142,70,245,2.668,0.772,805.1,fl_intermediate
39,Female,163.3,46.3,17.36,Intermediate,Maintenance,Push-ups,33,High,4,11,157,44,132,1.157,0.867,306.7,mt_standard
20,Female,160.6,69.4,26.91,Intermediate,Muscle Gain,Pull-ups,52,Medium,5,9,152,45,260,3.305,0.76,423.3,mg_intermediate
22,Female,167.8,55.1,19.57,Beginner,Muscle Gain,Push-ups,44,Medium,5,7,153,35,220,2.396,0.773,280.5,mg_beginner
38,Female,167.8,78.5,27.88,Advanced,Muscle Gain,Muscle-ups,57,Medium,3,9,138,27,171,2.013,0.758,974.5,mg_advanced
17,Male,180.5,97.5,29.93,Advanced,Maintenance,Handstand,54,High,2,11,174,22,108,5.417,0.857,822.4,mt_standard
39,Male,163.3,78.3,29.36,Advanced,Muscle Gain,Muscle-ups,75,High,4,8,156,32,300,1.958,0.862,1625.4,mg_advanced
16,Male,184.7,71.4,20.93,Intermediate,Maintenance,Push-ups,28,High,3,15,176,45,84,4.2,0.863,373.8,mt_standard
16,Female,161.7,72.5,27.73,Advanced,Maintenance,Pull-ups,47,High,4,10,174,40,188,4.265,0.853,684.8,mt_standard
23,Male,174.2,87.8,28.93,Intermediate,Fat Loss,Push-ups,34,Low,5,15,131,75,170,3.658,0.665,277.4,fl_intermediate
39,Male,182.2,105.5,31.78,Beginner,Maintenance,Squats,22,Low,2,12,126,24,44,2.638,0.696,163.4,mt_standard
21,Female,163.4,77.1,28.88,Beginner,Fat Loss,Squats,22,Medium,5,14,154,70,110,3.505,0.774,181.3,fl_beginner
34,Male,177.0,136.3,43.51,Advanced,Fat Loss,L-sit,46,High,3,20,160,60,138,3.894,0.86,966.7,fl_advanced
21,Female,154.2,90.9,38.23,Beginner,Fat Loss,Push-ups,30,Medium,5,12,154,60,150,4.132,0.774,280.0,fl_beginner
32,Male,177.2,140.4,44.71,Intermediate,Fat Loss,Pull-ups,48,Medium,4,16,144,64,192,4.255,0.766,939.2,fl_intermediate
49,Male,168.4,81.6,28.77,Intermediate,Muscle Gain,Pull-ups,36,Medium,4,9,133,36,144,1.632,0.778,365.9,mg_intermediate
29,Male,166.5,127.8,46.1,Beginner,Fat Loss,Push-ups,35,Medium,5,15,149,75,175,4.26,0.78,506.8,fl_beginner
25,Female,165.3,58.2,21.3,Beginner,Maintenance,Squats,31,Low,2,11,133,22,62,2.238,0.682,130.3,mt_standard
34,Female,155.4,90.0,37.27,Intermediate,Muscle Gain,Pull-ups,51,High,3,12,161,36,153,2.571,0.866,580.5,mg_intermediate
31,Male,184.8,64.7,18.95,Advanced,Muscle Gain,L-sit,45,Medium,4,6,143,24,180,2.022,0.757,305.1,mg_advanced
34,Male,172.0,109.4,36.98,Advanced,Muscle Gain,Muscle-ups,46,High,5,7,160,35,230,3.126,0.86,1194.5,mg_advanced
25,Female,157.8,52.2,20.96,Advanced,Muscle Gain,L-sit,58,High,3,11,167,33,174,2.008,0.856,506.0,mg_advanced
17,Male,164.5,91.2,33.7,Advanced,Maintenance,Handstand,37,High,3,13,174,39,111,5.067,0.857,527.2,mt_standard
20,Male,178.1,92.4,29.13,Beginner,Muscle Gain,Push-ups,31,Low,3,9,136,27,93,4.4,0.68,247.0,mg_beginner
32,Male,177.4,78.5,24.94,Beginner,Muscle Gain,Push-ups,43,Low,5,7,130,35,215,2.379,0.691,233.3,mg_beginner
28,Female,157.8,77.2,31.0,Intermediate,Fat Loss,Push-ups,34,Medium,4,12,147,48,136,2.662,0.766,367.2,fl_intermediate
45,Male,178.3,82.9,26.08,Intermediate,Maintenance,Squats,26,High,2,12,153,24,52,1.802,0.874,327.0,mt_standard
23,Female,153.7,108.2,45.8,Advanced,Muscle Gain,Muscle-ups,67,Medium,4,8,148,32,268,4.508,0.751,1467.6,mg_advanced
20,Male,185.2,80.8,23.56,Beginner,Fat Loss,Push-ups,30,Medium,3,16,155,48,90,3.848,0.775,277.1,fl_beginner
23,Male,186.3,87.5,25.21,Intermediate,Fat Loss,Pull-ups,48,High,3,13,170,39,144,3.646,0.863,796.9,fl_intermediate
40,Female,160.0,66.2,25.86,Beginner,Maintenance,Push-ups,21,Medium,3,11,142,33,63,1.615,0.789,145.0,mt_standard
35,Female,162.7,46.2,17.45,Beginner,Muscle Gain,Push-ups,29,High,4,11,162,44,116,1.283,0.876,202.1,mg_beginner
38,Male,176.7,95.8,30.68,Intermediate,Muscle Gain,Pull-ups,52,Medium,4,7,141,28,208,2.456,0.775,735.4,mg_intermediate
33,Male,175.9,97.3,31.45,Intermediate,Muscle Gain,Pull-ups,37,High,5,6,162,30,185,2.862,0.866,673.6,mg_intermediate
21,Male,173.4,68.2,22.68,Beginner,Maintenance,Push-ups,21,Low,4,9,135,36,84,3.1,0.678,104.9,mt_standard
34,Female,163.8,98.9,36.86,Beginner,Maintenance,Push-ups,30,Medium,4,9,146,36,120,2.826,0.785,349.7,mt_standard
42,Male,169.1,62.1,21.72,Intermediate,Fat Loss,Pull-ups,52,Low,4,15,121,60,208,1.444,0.68,290.1,fl_intermediate
42,Female,160.3,72.7,28.29,Advanced,Fat Loss,Pull-ups,48,High,3,14,154,42,144,1.691,0.865,841.6,fl_advanced
32,Male,170.7,70.9,24.33,Intermediate,Fat Loss,Pull-ups,34,Medium,3,18,144,54,102,2.148,0.766,314.1,fl_intermediate
27,Female,166.4,101.2,36.55,Advanced,Fat Loss,L-sit,54,Medium,4,19,145,76,216,3.614,0.751,593.5,fl_advanced
36,Female,158.6,61.5,24.45,Beginner,Muscle Gain,Push-ups,36,Medium,4,8,144,32,144,1.662,0.783,233.6,mg_beginner
24,Male,171.2,71.6,24.43,Advanced,Fat Loss,Pull-ups,67,Medium,4,20,147,80,268,2.864,0.75,810.6,fl_advanced
38,Male,176.1,73.7,23.77,Advanced,Muscle Gain,Handstand,65,Medium,5,12,138,60,325,1.89,0.758,580.6,mg_advanced
33,Male,175.4,112.9,36.7,Beginner,Fat Loss,Squats,21,Low,5,14,129,70,105,3.321,0.69,153.7,fl_beginner
34,Male,189.4,80.0,22.3,Intermediate,Maintenance,Pull-ups,25,Medium,4,15,143,60,100,2.286,0.769,276.3,mt_standard
31,Male,187.8,97.0,27.5,Intermediate,Muscle Gain,Squats,37,Medium,4,8,145,32,148,3.031,0.767,463.6,mg_intermediate
20,Male,186.6,117.5,33.75,Intermediate,Muscle Gain,Squats,47,High,3,8,173,24,141,5.595,0.865,886.4,mg_intermediate
19,Female,162.5,108.9,41.24,Beginner,Fat Loss,Squats,34,Medium,5,15,155,75,170,5.445,0.771,377.4,fl_beginner
42,Male,169.5,137.9,48.0,Beginner,Fat Loss,Squats,33,High,4,17,156,68,132,3.207,0.876,533.1,fl_beginner
36,Male,180.9,59.6,18.21,Beginner,Fat Loss,Push-ups,34,Low,3,13,128,39,102,1.611,0.696,153.4,fl_beginner
29,Male,183.9,102.2,30.22,Advanced,Muscle Gain,Muscle-ups,69,High,4,10,164,40,276,3.407,0.859,1861.6,mg_advanced
33,Female,164.9,85.3,31.37,Advanced,Maintenance,Handstand,43,High,2,14,161,28,86,2.509,0.861,556.9,mt_standard
25,Male,168.1,73.3,25.94,Beginner,Maintenance,Squats,29,Medium,2,15,151,30,58,2.819,0.774,217.7,mt_standard
26,Female,170.0,76.6,26.51,Beginner,Fat Loss,Push-ups,26,Medium,3,19,151,57,78,2.837,0.778,239.6,fl_beginner
26,Female,160.6,83.3,32.3,Advanced,Maintenance,Handstand,33,Medium,2,12,146,24,66,3.085,0.753,352.3,mt_standard
22,Female,158.4,69.4,27.66,Beginner,Fat Loss,Push-ups,24,High,5,15,172,75,120,3.017,0.869,256.6,fl_beginner
22,Male,177.9,80.2,25.34,Beginner,Muscle Gain,Push-ups,29,High,5,9,172,45,145,3.487,0.869,397.8,mg_beginner
28,Male,180.6,99.1,30.38,Intermediate,Maintenance,Push-ups,44,High,3,13,166,39,132,3.417,0.865,869.9,mt_standard
27,Male,179.0,70.6,22.03,Advanced,Muscle Gain,Muscle-ups,68,Medium,4,9,145,36,272,2.521,0.751,880.4,mg_advanced
29,Male,175.0,140.9,46.01,Advanced,Muscle Gain,Handstand,72,High,3,6,164,18,216,4.697,0.859,1662.9,mg_advanced
44,Male,186.6,42.6,12.23,Intermediate,Maintenance,Pull-ups,32,Medium,4,12,137,48,128,0.947,0.778,201.4,mt_standard
40,Female,162.9,42.4,15.98,Intermediate,Fat Loss,Push-ups,50,Medium,3,19,139,57,150,1.034,0.772,316.8,fl_intermediate
23,Male,179.6,93.5,28.99,Beginner,Fat Loss,Push-ups,21,Medium,4,20,153,80,84,3.896,0.777,258.5,fl_beginner
21,Female,152.8,42.6,18.25,Beginner,Muscle Gain,Squats,34,Medium,5,7,154,35,170,1.936,0.774,153.3,mg_beginner
25,Female,156.4,69.3,28.33,Intermediate,Fat Loss,Push-ups,36,Medium,5,14,149,70,180,2.665,0.764,325.9,fl_intermediate
24,Female,155.5,71.9,29.74,Beginner,Muscle Gain,Dips,43,Low,3,11,134,33,129,2.876,0.684,245.9,mg_beginner
37,Female,148.0,73.1,33.37,Intermediate,Muscle Gain,Pull-ups,44,High,3,11,159,33,132,1.924,0.869,554.2,mg_intermediate
23,Male,182.5,61.2,18.37,Beginner,Muscle Gain,Dips,34,Low,5,11,134,55,170,2.55,0.68,170.3,mg_beginner
28,Male,174.2,128.7,42.41,Intermediate,Fat Loss,Pull-ups,46,Low,4,17,128,68,184,4.438,0.667,525.2,fl_intermediate
39,Male,171.3,90.7,30.91,Advanced,Fat Loss,L-sit,68,High,5,17,156,85,340,2.268,0.862,939.9,fl_advanced
26,Female,163.1,53.4,20.07,Advanced,Fat Loss,Pull-ups,68,High,5,17,166,85,340,1.978,0.856,737.5,fl_advanced
21,Female,158.2,80.0,31.97,Advanced,Muscle Gain,L-sit,62,Medium,3,12,149,36,186,3.636,0.749,562.5,mg_advanced
33,Male,191.3,86.6,23.66,Intermediate,Muscle Gain,Pull-ups,46,Medium,4,12,144,48,184,2.547,0.77,577.0,mg_intermediate
21,Male,171.3,95.7,32.61,Intermediate,Muscle Gain,Pull-ups,48,High,5,7,172,35,240,4.35,0.864,1005.0,mg_intermediate
22,Female,173.7,104.3,34.57,Beginner,Maintenance,Push-ups,21,Low,4,8,135,32,84,4.535,0.682,176.5,mt_standard
45,Male,169.7,116.4,40.42,Beginner,Fat Loss,Push-ups,34,Medium,3,14,138,42,102,2.53,0.789,428.8,fl_beginner
31,Male,176.9,60.8,19.43,Beginner,Muscle Gain,Dips,39,High,5,6,165,30,195,1.9,0.873,367.8,mg_beginner
27,Male,178.7,119.8,37.52,Beginner,Muscle Gain,Squats,43,Low,4,9,132,36,172,4.279,0.684,371.3,mg_beginner
33,Female,157.1,56.0,22.69,Advanced,Muscle Gain,Muscle-ups,46,High,5,6,161,30,230,1.647,0.861,701.6,mg_advanced
48,Female,161.0,69.2,26.7,Intermediate,Fat Loss,Push-ups,36,Medium,4,20,134,80,144,1.412,0.779,370.1,fl_intermediate
20,Female,154.1,66.6,28.05,Beginner,Fat Loss,Push-ups,31,Medium,3,20,155,60,93,3.171,0.775,241.9,fl_beginner
28,Female,164.5,59.0,21.8,Beginner,Fat Loss,Push-ups,33,Medium,5,14,150,70,165,2.034,0.781,227.6,fl_beginner
24,Female,164.3,109.1,40.42,Intermediate,Fat Loss,Push-ups,42,Low,4,13,130,52,168,4.364,0.663,458.8,fl_intermediate
30,Male,163.6,122.7,45.84,Intermediate,Muscle Gain,Pull-ups,48,Low,4,11,127,44,192,3.958,0.668,679.9,mg_intermediate
44,Male,178.8,105.8,33.09,Advanced,Fat Loss,Pull-ups,61,Medium,3,15,134,45,183,2.351,0.761,848.0,fl_advanced
56,Female,150.6,83.9,36.99,Intermediate,Fat Loss,Pull-ups,34,High,3,14,144,42,102,1.472,0.878,551.0,fl_intermediate
27,Female,158.0,40.0,16.02,Advanced,Muscle Gain,Muscle-ups,55,Medium,3,12,145,36,165,1.429,0.751,486.7,mg_advanced
27,Female,153.3,41.9,17.83,Beginner,Muscle Gain,Dips,33,Medium,4,7,150,28,132,1.496,0.777,159.1,mg_beginner
32,Male,179.4,83.5,25.94,Intermediate,Fat Loss,Squats,42,Medium,5,18,144,90,210,2.53,0.766,456.1,fl_intermediate
31,Male,187.8,124.0,35.16,Advanced,Fat Loss,Pull-ups,69,Medium,3,16,143,48,207,3.875,0.757,1235.4,fl_advanced
35,Male,183.7,78.1,23.14,Advanced,Maintenance,Handstand,42,Medium,2,9,140,18,84,2.169,0.757,404.0,mt_standard
34,Female,168.7,62.6,22.0,Beginner,Fat Loss,Squats,22,High,5,15,163,75,110,1.789,0.876,230.8,fl_beginner
24,Male,176.2,140.1,45.13,Intermediate,Muscle Gain,Pull-ups,35,Medium,5,6,150,30,175,5.604,0.765,650.3,mg_intermediate
24,Male,184.2,79.8,23.52,Beginner,Muscle Gain,Squats,31,Medium,5,6,152,30,155,3.192,0.776,253.6,mg_beginner
36,Male,169.4,92.2,32.13,Intermediate,Fat Loss,Squats,35,Medium,4,16,142,64,140,2.492,0.772,398.3,fl_intermediate
26,Male,173.3,116.9,38.92,Beginner,Fat Loss,Plank,32,High,4,13,169,52,128,4.33,0.871,263.1,fl_beginner
36,Male,172.8,105.9,35.47,Beginner,Fat Loss,Push-ups,39,Medium,3,14,144,42,117,2.862,0.783,431.2,fl_beginner
20,Female,157.2,80.3,32.49,Beginner,Muscle Gain,Squats,43,High,3,10,174,30,129,3.824,0.87,456.5,mg_beginner
53,Female,157.1,93.0,37.68,Intermediate,Muscle Gain,Dips,55,Low,3,10,116,30,165,1.722,0.695,472.8,mg_intermediate
46,Female,168.1,82.9,29.34,Beginner,Muscle Gain,Push-ups,33,Low,3,12,123,36,99,1.764,0.707,222.8,mg_beginner
41,Male,173.7,94.3,31.25,Intermediate,Muscle Gain,Dips,44,Medium,3,7,139,21,132,2.245,0.777,562.3,mg_intermediate
27,Female,171.1,117.8,40.24,Intermediate,Muscle Gain,Pull-ups,53,Low,4,11,129,44,212,4.207,0.668,647.6,mg_intermediate
26,Female,165.1,62.0,22.75,Advanced,Muscle Gain,L-sit,62,High,5,10,166,50,310,2.296,0.856,548.2,mg_advanced
17,Female,171.2,74.9,25.55,Intermediate,Fat Loss,Pull-ups,34,High,5,12,175,60,170,4.161,0.862,510.7,fl_intermediate
27,Male,179.7,75.5,23.38,Beginner,Fat Loss,Push-ups,26,Low,4,12,132,48,104,2.696,0.684,138.3,fl_beginner
37,Female,166.2,81.4,29.47,Advanced,Muscle Gain,Push-ups,55,Medium,5,9,139,45,275,2.142,0.76,715.7,mg_advanced
17,Male,179.4,104.9,32.59,Beginner,Maintenance,Squats,20,High,3,13,176,39,60,5.828,0.867,258.0,mt_standard
17,Male,172.5,44.1,14.82,Beginner,Maintenance,Push-ups,23,Medium,2,13,157,26,46,2.45,0.773,106.6,mt_standard
30,Male,170.0,101.7,35.19,Beginner,Maintenance,Push-ups,29,Low,4,12,131,48,116,3.281,0.689,237.3,mt_standard
49,Female,163.7,92.7,34.59,Advanced,Muscle Gain,Muscle-ups,60,High,3,8,148,24,180,1.854,0.865,1702.2,mg_advanced
25,Male,167.4,128.6,45.89,Advanced,Maintenance,Pull-ups,41,Medium,2,13,147,26,82,4.946,0.754,859.7,mt_standard
43,Male,171.9,92.8,31.4,Advanced,Muscle Gain,Handstand,78,Medium,4,9,135,36,312,2.109,0.763,883.2,mg_advanced
40,Female,154.9,109.6,45.68,Advanced,Muscle Gain,Muscle-ups,58,Low,4,6,119,24,232,2.673,0.661,868.3,mg_advanced
28,Female,163.2,98.1,36.83,Intermediate,Muscle Gain,Squats,57,Medium,4,10,147,40,228,3.383,0.766,739.5,mg_intermediate
44,Female,153.0,79.7,34.05,Beginner,Muscle Gain,Push-ups,27,Low,4,11,124,44,108,1.771,0.705,180.4,mg_beginner
30,Male,177.9,119.2,37.66,Beginner,Muscle Gain,Squats,25,Low,5,12,131,60,125,3.845,0.689,224.8,mg_beginner
42,Male,173.4,88.0,29.27,Beginner,Fat Loss,Plank,21,Medium,5,17,140,85,105,2.047,0.787,93.2,fl_beginner
36,Female,155.1,71.8,29.85,Beginner,Muscle Gain,Dips,31,Low,3,12,128,36,93,1.941,0.696,188.5,mg_beginner
20,Female,149.4,92.7,41.53,Intermediate,Fat Loss,Squats,35,Medium,4,12,152,48,140,4.414,0.76,413.1,fl_intermediate
50,Male,167.4,102.1,36.43,Advanced,Fat Loss,L-sit,53,Medium,5,18,130,90,265,2.002,0.765,576.5,fl_advanced
23,Male,179.0,77.8,24.28,Intermediate,Fat Loss,Pull-ups,50,Medium,3,18,150,54,150,3.242,0.761,561.9,fl_intermediate
37,Male,161.8,80.7,30.83,Beginner,Muscle Gain,Squats,40,Low,5,7,127,35,200,2.124,0.694,234.5,mg_beginner
24,Female,167.0,59.7,21.41,Beginner,Maintenance,Squats,26,Low,2,11,134,22,52,2.388,0.684,110.0,mt_standard
16,Female,163.7,97.2,36.27,Intermediate,Fat Loss,Squats,43,Medium,5,12,155,60,215,5.718,0.76,551.5,fl_intermediate
59,Female,171.0,101.9,34.85,Beginner,Muscle Gain,Dips,43,Low,3,8,116,24,129,1.698,0.72,334.4,mg_beginner
36,Male,179.4,82.4,25.6,Advanced,Muscle Gain,Muscle-ups,56,High,3,7,158,21,168,2.227,0.859,1176.3,mg_advanced
47,Male,175.0,82.6,26.97,Advanced,Muscle Gain,Handstand,70,High,4,7,150,28,280,1.721,0.867,985.5,mg_advanced
38,Male,169.8,64.5,22.37,Beginner,Muscle Gain,Push-ups,26,Low,5,12,127,60,130,1.654,0.698,117.0,mg_beginner
16,Female,156.2,79.9,32.75,Beginner,Maintenance,Push-ups,24,High,2,15,177,30,48,4.7,0.868,304.5,mt_standard
41,Female,165.4,58.2,21.27,Beginner,Fat Loss,Squats,34,Medium,5,18,141,90,170,1.386,0.788,234.7,fl_beginner
31,Female,154.9,95.4,39.76,Beginner,Fat Loss,Plank,36,Medium,3,13,148,39,108,2.981,0.783,197.7,fl_beginner
57,Female,162.6,104.5,39.53,Beginner,Maintenance,Push-ups,29,Medium,2,8,131,16,58,1.802,0.804,297.7,mt_standard
17,Female,148.6,73.2,33.15,Advanced,Fat Loss,Pull-ups,56,High,4,15,174,60,224,4.067,0.857,849.1,fl_advanced
34,Female,158.0,115.1,46.11,Intermediate,Muscle Gain,Squats,39,Medium,5,6,143,30,195,3.289,0.769,490.6,mg_intermediate
57,Male,186.5,74.7,21.48,Advanced,Fat Loss,Plank,62,Medium,3,19,126,57,186,1.288,0.773,298.1,fl_advanced
30,Female,166.2,71.3,25.81,Beginner,Fat Loss,Push-ups,22,High,4,13,166,52,88,2.3,0.874,252.1,fl_beginner
52,Male,172.5,43.5,14.62,Beginner,Fat Loss,Push-ups,26,Medium,4,15,134,60,104,0.821,0.798,135.6,fl_beginner
35,Female,164.3,108.7,40.27,Beginner,Fat Loss,Squats,30,Low,3,17,128,51,90,3.019,0.692,241.4,fl_beginner
26,Male,173.3,99.4,33.1,Beginner,Muscle Gain,Push-ups,25,Medium,5,9,151,45,125,3.681,0.778,269.6,mg_beginner
30,Male,175.0,52.1,17.01,Intermediate,Fat Loss,Push-ups,35,Low,5,12,127,60,175,1.681,0.668,181.1,fl_intermediate
23,Female,158.0,70.3,28.16,Beginner,Fat Loss,Plank,22,Low,3,13,134,39,66,2.929,0.68,69.1,fl_beginner
25,Male,158.6,82.1,32.64,Advanced,Fat Loss,Plank,55,Medium,4,13,147,52,220,3.158,0.754,423.0,fl_advanced
29,Male,174.6,52.1,17.09,Intermediate,Muscle Gain,Pull-ups,43,High,3,8,165,24,129,1.737,0.864,416.6,mg_intermediate
33,Male,178.1,89.9,28.34,Beginner,Muscle Gain,Dips,41,Low,3,9,129,27,123,2.644,0.69,347.8,mg_beginner
27,Male,173.1,92.3,30.8,Intermediate,Muscle Gain,Pull-ups,36,Low,4,6,129,24,144,3.296,0.668,309.2,mg_intermediate
26,Male,189.9,101.4,28.12,Intermediate,Muscle Gain,Squats,47,Medium,4,9,148,36,188,3.756,0.763,635.5,mg_intermediate
20,Male,170.5,92.8,31.92,Beginner,Fat Loss,Push-ups,23,Low,5,12,136,60,115,4.419,0.68,182.0,fl_beginner
33,Male,175.6,102.8,33.34,Beginner,Maintenance,Push-ups,26,Low,2,9,129,18,52,3.024,0.69,224.7,mt_standard
43,Female,167.2,56.9,20.35,Beginner,Muscle Gain,Push-ups,43,Medium,3,8,140,24,129,1.293,0.791,260.3,mg_beginner
26,Female,151.4,109.4,47.73,Beginner,Muscle Gain,Dips,30,High,5,10,169,50,150,4.052,0.871,503.7,mg_beginner
32,Male,180.8,61.8,18.91,Beginner,Muscle Gain,Squats,44,High,3,12,164,36,132,1.873,0.872,386.0,mg_beginner
48,Female,166.1,89.4,32.4,Beginner,Muscle Gain,Push-ups,41,Medium,4,7,137,28,164,1.824,0.797,427.8,mg_beginner
36,Female,169.1,61.6,21.54,Beginner,Fat Loss,Squats,29,Low,4,16,128,64,116,1.665,0.696,135.5,fl_beginner
28,Male,177.5,48.3,15.33,Beginner,Fat Loss,Push-ups,33,Low,4,12,132,48,132,1.666,0.688,150.0,fl_beginner
48,Male,173.5,89.9,29.86,Intermediate,Muscle Gain,Pull-ups,46,High,4,10,150,40,184,1.835,0.872,777.9,mg_intermediate
